Count,"Tradelist Count",Name,Edition,"Card Number",Condition,Foil,Signed,"Artist Proof","Altered Art",Misprint,Promo,Textless,"My Price"
1,,Wandermare,"Throne of Eldraine",204,,,,,,,,,0.25
1,,"Wintermoor Commander","Throne of Eldraine",205,,,,,,,,,0.25
1,,"Arcanist's Owl","Throne of Eldraine",206,,,,,,,,,0.25
2,,"Covetous Urge","Throne of Eldraine",207,,,,,,,,,0.25
1,,"Deathless Knight","Throne of Eldraine",208,,foil,,,,,,,0.15
1,,"Elite Headhunter","Throne of Eldraine",209,,,,,,,,,0.25
1,,"Fireborn Knight","Throne of Eldraine",210,,,,,,,,,0.25
1,,"Loch Dragon","Throne of Eldraine",211,,,,,,,,,0.25
1,,"Oakhame Ranger // Bring Back","Throne of Eldraine",212,,,,,,,,,0.25
2,,"Rampart Smasher","Throne of Eldraine",213,,,,,,,,,0.25
2,,"Resolute Rider","Throne of Eldraine",214,,,,,,,,,0.25
1,,"Resolute Rider","Throne of Eldraine",214,,foil,,,,,,,0.21
1,,"Thunderous Snapper","Throne of Eldraine",215,,,,,,,,,0.25
2,,"Clockwork Servant","Throne of Eldraine",216,,,,,,,,,0.25
4,,"Crashing Drawbridge","Throne of Eldraine",217,,,,,,,,,0.31
1,,"Enchanted Carriage","Throne of Eldraine",218,,,,,,,,,0.25
4,,Gingerbrute,"Throne of Eldraine",219,,,,,,,,,0.25
2,,"Golden Egg","Throne of Eldraine",220,,,,,,,,,0.22
5,,"Henge Walker","Throne of Eldraine",221,,,,,,,,,0.15
1,,"Inquisitive Puppet","Throne of Eldraine",223,,,,,,,,,0.25
3,,"Jousting Dummy","Throne of Eldraine",224,,,,,,,,,0.18
1,,"Locthwain Gargoyle","Throne of Eldraine",225,,,,,,,,,0.15
4,,"Prophet of the Peak","Throne of Eldraine",227,,,,,,,,,0.15
1,,"Prophet of the Peak","Throne of Eldraine",227,,foil,,,,,,,0.11
4,,"Roving Keep","Throne of Eldraine",228,,,,,,,,,0.15
2,,"Scalding Cauldron","Throne of Eldraine",229,,,,,,,,,0.15
1,,"Shambling Suit","Throne of Eldraine",230,,,,,,,,,0.25
1,,"Signpost Scarecrow","Throne of Eldraine",231,,,,,,,,,0.16
1,,"Sorcerer's Broom","Throne of Eldraine",232,,,,,,,,,0.25
1,,"Stonecoil Serpent","Throne of Eldraine",235,,,,,,,,,2.48
4,,"Weapon Rack","Throne of Eldraine",236,,,,,,,,,0.15
4,,"Witch's Oven","Throne of Eldraine",237,,,,,,,,,2.19
1,,"Castle Ardenvale","Throne of Eldraine",238,,,,,,,,,2.40
1,,"Castle Locthwain","Throne of Eldraine",241,,,,,,,,,4.06
1,,"Dwarven Mine","Throne of Eldraine",243,,,,,,,,,0.25
1,,"Fabled Passage","Throne of Eldraine",244,,,,,,,,,8.39
1,,"Fabled Passage","Throne of Eldraine",244,,foil,,,,,,,10.39
2,,"Gingerbread Cabin","Throne of Eldraine",245,,,,,,,,,0.22
1,,"Idyllic Grange","Throne of Eldraine",246,,,,,,,,,0.23
1,,"Mystic Sanctuary","Throne of Eldraine",247,,,,,,,,,0.93
3,,"Witch's Cottage","Throne of Eldraine",249,,,,,,,,,0.29
1,,"Plains (250)","Throne of Eldraine",250,,,,,,,,,0.26
1,,"Plains (251)","Throne of Eldraine",251,,,,,,,,,0.20
1,,"Plains (252)","Throne of Eldraine",252,,,,,,,,,0.19
1,,"Plains (253)","Throne of Eldraine",253,,,,,,,,,0.25
1,,"Island (254)","Throne of Eldraine",254,,,,,,,,,0.35
1,,"Island (255)","Throne of Eldraine",255,,,,,,,,,0.19
1,,"Island (256)","Throne of Eldraine",256,,,,,,,,,0.21
1,,"Island (257)","Throne of Eldraine",257,,,,,,,,,0.23
1,,"Swamp (258)","Throne of Eldraine",258,,,,,,,,,0.30
1,,"Swamp (259)","Throne of Eldraine",259,,,,,,,,,0.20
1,,"Swamp (260)","Throne of Eldraine",260,,,,,,,,,0.25
1,,"Swamp (261)","Throne of Eldraine",261,,,,,,,,,0.25
1,,"Mountain (262)","Throne of Eldraine",262,,,,,,,,,0.30
1,,"Mountain (263)","Throne of Eldraine",263,,,,,,,,,0.17
1,,"Mountain (264)","Throne of Eldraine",264,,,,,,,,,0.17
1,,"Mountain (265)","Throne of Eldraine",265,,,,,,,,,0.19
1,,"Forest (266)","Throne of Eldraine",266,,,,,,,,,0.44
1,,"Forest (267)","Throne of Eldraine",267,,,,,,,,,0.15
1,,"Forest (268)","Throne of Eldraine",268,,,,,,,,,0.20
1,,"Forest (269)","Throne of Eldraine",269,,,,,,,,,0.18
1,,"Rowan's Battleguard","Throne of Eldraine Variants",306,,,,,,,,,0.25
1,,"Silverwing Squadron","Throne of Eldraine Variants",315,,,,,,,,,0.59
1,,"Embereth Skyblazer","Throne of Eldraine Variants",321,,foil,,,,,,,0.44
1,,"Command Tower","Throne of Eldraine Variants",333,,,,,,,,,0.71
1,,"Ardenvale Tactician // Dizzying Swoop (Showcase)","Throne of Eldraine Variants",273,,,,,,,,,0.40
1,,"Faerie Guidemother // Gift of the Fae (Showcase)","Throne of Eldraine Variants",274,,foil,,,,,,,0.40
1,,"Giant Killer // Chop Down (Showcase)","Throne of Eldraine Variants",275,,,,,,,,,0.78
2,,"Lonesome Unicorn // Rider in Need (Showcase)","Throne of Eldraine Variants",276,,,,,,,,,0.36
1,,"Realm-Cloaked Giant // Cast Off (Showcase)","Throne of Eldraine Variants",277,,,,,,,,,4.38
1,,"Shepherd of the Flock // Usher to Safety (Showcase)","Throne of Eldraine Variants",278,,,,,,,,,0.32
1,,"Animating Faerie // Bring to Life (Showcase)","Throne of Eldraine Variants",280,,,,,,,,,0.29
4,,"Fae of Wishes // Granted (Showcase)","Throne of Eldraine Variants",282,,,,,,,,,1.00
1,,"Foulmire Knight // Profane Insight (Showcase)","Throne of Eldraine Variants",286,,,,,,,,,0.49
1,,"Murderous Rider // Swift End (Showcase)","Throne of Eldraine Variants",287,,,,,,,,,3.13
2,,"Order of Midnight // Alter Fate (Showcase)","Throne of Eldraine Variants",288,,,,,,,,,0.49
2,,"Smitten Swordmaster // Curry Favor (Showcase)","Throne of Eldraine Variants",290,,,,,,,,,0.56
1,,"Smitten Swordmaster // Curry Favor (Showcase)","Throne of Eldraine Variants",290,,foil,,,,,,,0.50
2,,"Merchant of the Vale // Haggle (Showcase)","Throne of Eldraine Variants",293,,,,,,,,,0.82
1,,"Beanstalk Giant // Fertile Footsteps (Showcase)","Throne of Eldraine Variants",295,,,,,,,,,0.50
1,,"Beanstalk Giant // Fertile Footsteps (Showcase)","Throne of Eldraine Variants",295,,foil,,,,,,,1.60
1,,"Flaxen Intruder // Welcome Home (Showcase)","Throne of Eldraine Variants",297,,,,,,,,,0.30
1,,"Rosethorn Acolyte // Seasonal Ritual (Showcase)","Throne of Eldraine Variants",300,,,,,,,,,0.39
1,,"Oakhame Ranger // Bring Back (Showcase)","Throne of Eldraine Variants",302,,,,,,,,,0.26
1,,"Harmonious Archon (Extended Art)","Throne of Eldraine Variants",338,,,,,,,,,2.42
1,,"Ayara, First of Locthwain (Extended Art)","Throne of Eldraine Variants",350,,,,,,,,,10.78
1,,"Clackbridge Troll (Extended Art)","Throne of Eldraine Variants",353,,,,,,,,,2.10
1,,"Rankle, Master of Pranks (Extended Art)","Throne of Eldraine Variants",356,,,,,,,,,23.58
1,,"Wicked Wolf (Extended Art)","Throne of Eldraine Variants",374,,,,,,,,,1.21
1,,"Sorcerous Spyglass (Extended Art)","Throne of Eldraine Variants",384,,,,,,,,,1.59
1,,"Sorcerous Spyglass (Extended Art)","Throne of Eldraine Variants",384,,foil,,,,,,,5.01
3,,"Chancellor of the Annex","Mystery Booster",54,,,,,,,,,1.70
1,,Bloodghast,"Secret Lair Drop Series",6,,,,,,,,,23.21
1,,"Golgari Thug","Secret Lair Drop Series",7,,,,,,,,,5.48
1,,"Life from the Loam","Secret Lair Drop Series",8,,,,,,,,,31.97
1,,"Reaper King","Secret Lair Drop Series",9,,foil,,,,,,,4.23
1,,"Sliver Overlord","Secret Lair Drop Series",10,,foil,,,,,,,33.00
1,,"The Ur-Dragon","Secret Lair Drop Series",11,,foil,,,,,,,42.03
1,,"Alseid of Life's Bounty","Theros Beyond Death",1,,,,,,,,,0.70
1,,"Alseid of Life's Bounty","Theros Beyond Death",1,,foil,,,,,,,0.97
2,,"Archon of Falling Stars","Theros Beyond Death",2,,,,,,,,,0.25
1,,"Archon of Sun's Grace","Theros Beyond Death",3,,foil,,,,,,,1.11
1,,"Banishing Light","Theros Beyond Death",4,,,,,,,,,0.25
1,,"The Birth of Meletis","Theros Beyond Death",5,,,,,,,,,0.33
3,,"Captivating Unicorn","Theros Beyond Death",6,,,,,,,,,0.19
2,,"Dawn Evangel","Theros Beyond Death",8,,,,,,,,,0.25
1,,"Daxos, Blessed by the Sun","Theros Beyond Death",9,,,,,,,,,0.47
2,,"Daybreak Chimera","Theros Beyond Death",10,,,,,,,,,0.18
3,,"Dreadful Apathy","Theros Beyond Death",11,,,,,,,,,0.16
1,,"Elspeth Conquers Death","Theros Beyond Death",13,,foil,,,,,,,2.11
1,,"Favored of Iroas","Theros Beyond Death",15,,,,,,,,,0.25
2,,"Flicker of Fate","Theros Beyond Death",16,,,,,,,,,0.20
3,,"Glory Bearers","Theros Beyond Death",17,,,,,,,,,0.17
1,,"Heliod, Sun-Crowned","Theros Beyond Death",18,,,,,,,,,21.12
3,,"Heliod's Pilgrim","Theros Beyond Death",20,,,,,,,,,0.20
2,,"Heliod's Punishment","Theros Beyond Death",21,,,,,,,,,0.25
3,,"Hero of the Pride","Theros Beyond Death",22,,,,,,,,,0.18
2,,"Hero of the Winds","Theros Beyond Death",23,,,,,,,,,0.24
1,,"Idyllic Tutor","Theros Beyond Death",24,,foil,,,,,,,4.73
2,,"Indomitable Will","Theros Beyond Death",25,,,,,,,,,0.19
2,,"Karametra's Blessing","Theros Beyond Death",26,,,,,,,,,0.20
1,,"Lagonna-Band Storyteller","Theros Beyond Death",27,,,,,,,,,0.24
3,,"Leonin of the Lost Pride","Theros Beyond Death",28,,,,,,,,,0.17
3,,"Nyxborn Courser","Theros Beyond Death",29,,,,,,,,,0.16
3,,"Omen of the Sun","Theros Beyond Death",30,,,,,,,,,0.20
1,,"Phalanx Tactics","Theros Beyond Death",31,,,,,,,,,0.25
2,,"Pious Wayfarer","Theros Beyond Death",32,,,,,,,,,0.19
2,,"Reverent Hoplite","Theros Beyond Death",33,,,,,,,,,0.25
4,,"Revoke Existence","Theros Beyond Death",34,,,,,,,,,0.20
3,,"Rumbling Sentry","Theros Beyond Death",35,,,,,,,,,0.17
3,,"Sentinel's Eyes","Theros Beyond Death",36,,,,,,,,,0.25
1,,"Shatter the Sky","Theros Beyond Death",37,,,,,,,,,0.63
2,,"Sunmane Pegasus","Theros Beyond Death",38,,,,,,,,,0.17
3,,"Transcendent Envoy","Theros Beyond Death",40,,,,,,,,,0.20
2,,"Triumphant Surge","Theros Beyond Death",41,,,,,,,,,0.19
1,,"Alirios, Enraptured","Theros Beyond Death",42,,,,,,,,,0.25
1,,"Ashiok's Erasure","Theros Beyond Death",43,,,,,,,,,0.40
2,,"Brine Giant","Theros Beyond Death",44,,,,,,,,,0.18
4,,"Chain to Memory","Theros Beyond Death",46,,,,,,,,,0.19
3,,"Deny the Divine","Theros Beyond Death",47,,,,,,,,,0.18
1,,"Eidolon of Philosophy","Theros Beyond Death",48,,,,,,,,,0.20
4,,"Elite Instructor","Theros Beyond Death",49,,,,,,,,,0.19
1,,"Glimpse of Freedom","Theros Beyond Death",50,,,,,,,,,0.25
2,,Ichthyomorphosis,"Theros Beyond Death",51,,,,,,,,,0.15
1,,"Kiora Bests the Sea God","Theros Beyond Death",52,,foil,,,,,,,5.54
2,,"Medomai's Prophecy","Theros Beyond Death",53,,,,,,,,,0.25
4,,"Memory Drain","Theros Beyond Death",54,,,,,,,,,0.19
2,,"Naiad of Hidden Coves","Theros Beyond Death",56,,,,,,,,,0.20
2,,"Nyxborn Seaguard","Theros Beyond Death",57,,,,,,,,,0.16
1,,"Omen of the Sea","Theros Beyond Death",58,,,,,,,,,0.25
1,,"One with the Stars","Theros Beyond Death",59,,,,,,,,,0.25
2,,"Riptide Turtle","Theros Beyond Death",61,,,,,,,,,0.20
2,,"Riptide Turtle","Theros Beyond Death",61,,foil,,,,,,,0.14
1,,"Sage of Mysteries","Theros Beyond Death",62,,,,,,,,,0.25
1,,"Sea God's Scorn","Theros Beyond Death",63,,,,,,,,,0.25
1,,"Shimmerwing Chimera","Theros Beyond Death",64,,,,,,,,,0.25
2,,"Shoal Kraken","Theros Beyond Death",65,,,,,,,,,0.24
3,,"Sleep of the Dead","Theros Beyond Death",66,,,,,,,,,0.17
1,,"Starlit Mantle","Theros Beyond Death",67,,,,,,,,,0.18
3,,"Stern Dismissal","Theros Beyond Death",68,,,,,,,,,0.20
1,,"Stinging Lionfish","Theros Beyond Death",69,,,,,,,,,0.25
3,,"Thirst for Meaning","Theros Beyond Death",74,,,,,,,,,0.20
1,,"Threnody Singer","Theros Beyond Death",75,,,,,,,,,0.25
2,,"Thryx, the Sudden Storm","Theros Beyond Death",76,,,,,,,,,0.50
2,,"Towering-Wave Mystic","Theros Beyond Death",77,,,,,,,,,0.17
3,,"Triton Waverider","Theros Beyond Death",78,,,,,,,,,0.17
2,,"Vexing Gull","Theros Beyond Death",79,,,,,,,,,0.16
1,,"Whirlwind Denial","Theros Beyond Death",81,,,,,,,,,0.25
3,,"Witness of Tomorrows","Theros Beyond Death",82,,,,,,,,,0.17
1,,"Agonizing Remorse","Theros Beyond Death",83,,,,,,,,,0.29
1,,"Aphemia, the Cacophony","Theros Beyond Death",84,,,,,,,,,0.39
3,,"Aspect of Lamprey","Theros Beyond Death",85,,,,,,,,,0.18
1,,"Blight-Breath Catoblepas","Theros Beyond Death",86,,,,,,,,,0.18
1,,"Cling to Dust","Theros Beyond Death",87,,,,,,,,,0.49
2,,"Discordant Piper","Theros Beyond Death",88,,,,,,,,,0.18
1,,"Discordant Piper","Theros Beyond Death",88,,foil,,,,,,,0.07
2,,"Drag to the Underworld","Theros Beyond Death",89,,,,,,,,,0.28
1,,"Eat to Extinction","Theros Beyond Death",90,,,,,,,,,0.49
2,,"Elspeth's Nightmare","Theros Beyond Death",91,,,,,,,,,0.26
2,,"Final Death","Theros Beyond Death",95,,,,,,,,,0.18
2,,"Fruit of Tizerus","Theros Beyond Death",96,,,,,,,,,0.18
4,,"Funeral Rites","Theros Beyond Death",97,,,,,,,,,0.19
1,,"Gravebreaker Lamia","Theros Beyond Death",98,,,,,,,,,0.51
3,,"Gray Merchant of Asphodel","Theros Beyond Death",99,,,,,,,,,0.49
2,,"Grim Physician","Theros Beyond Death",100,,,,,,,,,0.17
3,,"Hateful Eidolon","Theros Beyond Death",101,,,,,,,,,0.25
2,,"Inevitable End","Theros Beyond Death",102,,,,,,,,,0.25
2,,"Lampad of Death's Vigil","Theros Beyond Death",103,,,,,,,,,0.20
2,,"Mire Triton","Theros Beyond Death",105,,,,,,,,,0.34
2,,"Mire's Grasp","Theros Beyond Death",106,,,,,,,,,0.20
2,,"Mogis's Favor","Theros Beyond Death",107,,,,,,,,,0.19
3,,"Nyxborn Marauder","Theros Beyond Death",109,,,,,,,,,0.17
2,,"Omen of the Dead","Theros Beyond Death",110,,,,,,,,,0.20
3,,"Pharika's Libation","Theros Beyond Death",111,,,,,,,,,0.21
1,,"Pharika's Spawn","Theros Beyond Death",112,,,,,,,,,0.25
1,,"Rage-Scarred Berserker","Theros Beyond Death",113,,,,,,,,,0.18
3,,"Scavenging Harpy","Theros Beyond Death",114,,,,,,,,,0.19
4,,"Soulreaper of Mogis","Theros Beyond Death",115,,,,,,,,,0.17
3,,"Temple Thief","Theros Beyond Death",116,,,,,,,,,0.17
2,,"Treacherous Blessing","Theros Beyond Death",117,,,,,,,,,0.49
1,,"Tymaret Calls the Dead","Theros Beyond Death",118,,foil,,,,,,,0.34
2,,"Underworld Charger","Theros Beyond Death",120,,,,,,,,,0.18
3,,"Underworld Dreams","Theros Beyond Death",121,,,,,,,,,0.45
2,,"Venomous Hierophant","Theros Beyond Death",122,,,,,,,,,0.18
2,,"Woe Strider","Theros Beyond Death",123,,,,,,,,,1.50
3,,"Arena Trickster","Theros Beyond Death",126,,,,,,,,,0.15
1,,"Aspect of Manticore","Theros Beyond Death",127,,,,,,,,,0.19
1,,"Careless Celebrant","Theros Beyond Death",129,,,,,,,,,0.25
1,,"Dreamshaper Shaman","Theros Beyond Death",130,,,,,,,,,0.25
2,,"Dreamstalker Manticore","Theros Beyond Death",131,,,,,,,,,0.25
2,,"Escape Velocity","Theros Beyond Death",132,,,,,,,,,0.25
1,,"Fateful End","Theros Beyond Death",133,,,,,,,,,0.25
1,,"Fateful End","Theros Beyond Death",133,,foil,,,,,,,0.07
4,,"Final Flare","Theros Beyond Death",134,,,,,,,,,0.18
1,,"Flummoxed Cyclops","Theros Beyond Death",135,,,,,,,,,0.18
3,,"Hero of the Games","Theros Beyond Death",137,,,,,,,,,0.18
1,,"Impending Doom","Theros Beyond Death",139,,,,,,,,,0.25
2,,"Incendiary Oracle","Theros Beyond Death",140,,,,,,,,,0.17
1,,"Incendiary Oracle","Theros Beyond Death",140,,foil,,,,,,,0.04
2,,Infuriate,"Theros Beyond Death",141,,,,,,,,,0.20
4,,"Iroas's Blessing","Theros Beyond Death",142,,,,,,,,,0.16
1,,"Irreverent Revelers","Theros Beyond Death",143,,,,,,,,,0.19
3,,"Nyxborn Brute","Theros Beyond Death",144,,,,,,,,,0.16
2,,"Omen of the Forge","Theros Beyond Death",145,,,,,,,,,0.19
2,,"Oread of Mountain's Blaze","Theros Beyond Death",146,,,,,,,,,0.16
1,,"Ox of Agonas","Theros Beyond Death",147,,foil,,,,,,,8.71
2,,"Portent of Betrayal","Theros Beyond Death",149,,,,,,,,,0.18
3,,"Satyr's Cunning","Theros Beyond Death",152,,,,,,,,,0.18
2,,"Skophos Maze-Warden","Theros Beyond Death",153,,,,,,,,,0.25
4,,"Skophos Warleader","Theros Beyond Death",154,,,,,,,,,0.18
1,,"Stampede Rider","Theros Beyond Death",155,,,,,,,,,0.18
1,,"Storm's Wrath","Theros Beyond Death",157,,,,,,,,,0.51
2,,"Thrill of Possibility","Theros Beyond Death",159,,,,,,,,,0.25
1,,"The Triumph of Anax","Theros Beyond Death",160,,,,,,,,,0.25
1,,"Underworld Breach","Theros Beyond Death",161,,,,,,,,,6.00
3,,"Underworld Rage-Hound","Theros Beyond Death",163,,,,,,,,,0.20
3,,"Wrap in Flames","Theros Beyond Death",164,,,,,,,,,0.15
1,,"Arasta of the Endless Web","Theros Beyond Death",165,,,,,,,,,0.71
1,,"The Binding of the Titans","Theros Beyond Death",166,,,,,,,,,0.25
1,,"Destiny Spinner","Theros Beyond Death",168,,,,,,,,,1.72
1,,"Dryad of the Ilysian Grove","Theros Beyond Death",169,,,,,,,,,17.00
1,,"The First Iroan Games","Theros Beyond Death",170,,,,,,,,,0.36
3,,"Gift of Strength","Theros Beyond Death",171,,,,,,,,,0.18
1,,"Gift of Strength","Theros Beyond Death",171,,foil,,,,,,,0.02
1,,"Hydra's Growth","Theros Beyond Death",172,,,,,,,,,0.99
6,,"Hyrax Tower Scout","Theros Beyond Death",173,,,,,,,,,0.19
1,,"Ilysian Caryatid","Theros Beyond Death",174,,,,,,,,,0.25
1,,"Inspire Awe","Theros Beyond Death",175,,,,,,,,,0.17
1,,"Klothys's Design","Theros Beyond Death",176,,,,,,,,,0.25
1,,"Loathsome Chimera","Theros Beyond Death",177,,,,,,,,,0.17
1,,"Mantle of the Wolf","Theros Beyond Death",178,,,,,,,,,0.32
2,,"Moss Viper","Theros Beyond Death",179,,,,,,,,,0.20
1,,"Nessian Boar","Theros Beyond Death",181,,,,,,,,,0.30
1,,"Nessian Hornbeetle","Theros Beyond Death",182,,,,,,,,,0.25
1,,"Nessian Wanderer","Theros Beyond Death",183,,,,,,,,,0.25
2,,"Nexus Wardens","Theros Beyond Death",184,,,,,,,,,0.17
1,,"Nexus Wardens","Theros Beyond Death",184,,foil,,,,,,,0.11
4,,"Nylea's Forerunner","Theros Beyond Death",186,,,,,,,,,0.20
2,,"Nylea's Huntmaster","Theros Beyond Death",187,,,,,,,,,0.19
1,,"Nyxbloom Ancient","Theros Beyond Death",190,,,,,,,,,17.40
3,,"Nyxborn Colossus","Theros Beyond Death",191,,,,,,,,,0.18
2,,"Omen of the Hunt","Theros Beyond Death",192,,,,,,,,,0.20
1,,"Omen of the Hunt","Theros Beyond Death",192,,foil,,,,,,,0.20
2,,"Pheres-Band Brawler","Theros Beyond Death",193,,,,,,,,,0.25
2,,Plummet,"Theros Beyond Death",194,,,,,,,,,0.18
2,,"Relentless Pursuit","Theros Beyond Death",195,,,,,,,,,0.17
1,,"Renata, Called to the Hunt","Theros Beyond Death",196,,,,,,,,,0.35
1,,"Return to Nature","Theros Beyond Death",197,,,,,,,,,0.25
1,,"Setessan Champion","Theros Beyond Death",198,,,,,,,,,1.57
1,,"Setessan Petitioner","Theros Beyond Death",199,,,,,,,,,0.25
3,,"Setessan Skirmisher","Theros Beyond Death",200,,,,,,,,,0.16
2,,"Setessan Training","Theros Beyond Death",201,,,,,,,,,0.19
5,,"Skola Grovedancer","Theros Beyond Death",202,,,,,,,,,0.18
2,,"Voracious Typhon","Theros Beyond Death",203,,,,,,,,,0.19
1,,"Voracious Typhon","Theros Beyond Death",203,,foil,,,,,,,0.08
3,,"Warbriar Blessing","Theros Beyond Death",204,,,,,,,,,0.19
1,,"Wolfwillow Haven","Theros Beyond Death",205,,,,,,,,,0.30
1,,"Allure of the Unknown","Theros Beyond Death",207,,,,,,,,,0.32
2,,"Devourer of Memory","Theros Beyond Death",213,,,,,,,,,0.25
1,,"Eutropia the Twice-Favored","Theros Beyond Death",216,,,,,,,,,0.25
2,,"Hero of the Nyxborn","Theros Beyond Death",219,,,,,,,,,0.25
1,,"Kroxa, Titan of Death's Hunger","Theros Beyond Death",221,,,,,,,,,29.12
1,,"Kunoros, Hound of Athreos","Theros Beyond Death",222,,,,,,,,,0.66
2,,"Mischievous Chimera","Theros Beyond Death",223,,,,,,,,,0.25
1,,"Rise to Glory","Theros Beyond Death",225,,,,,,,,,0.25
1,,"Siona, Captain of the Pyleas","Theros Beyond Death",226,,,,,,,,,0.25
1,,"Staggering Insight","Theros Beyond Death",228,,,,,,,,,0.30
1,,"Warden of the Chained","Theros Beyond Death",230,,foil,,,,,,,0.06
2,,"Altar of the Pantheon","Theros Beyond Death",231,,,,,,,,,0.22
1,,"Bronze Sword","Theros Beyond Death",232,,,,,,,,,0.18
1,,Shadowspear,"Theros Beyond Death",236,,,,,,,,,13.00
1,,"Soul-Guide Lantern","Theros Beyond Death",237,,,,,,,,,4.00
2,,"Thaumaturge's Familiar","Theros Beyond Death",238,,,,,,,,,0.15
2,,"Traveler's Amulet","Theros Beyond Death",240,,,,,,,,,0.20
3,,"Wings of Hubris","Theros Beyond Death",241,,,,,,,,,0.20
1,,"Field of Ruin","Theros Beyond Death",242,,,,,,,,,0.55
2,,"Labyrinth of Skophos","Theros Beyond Death",243,,,,,,,,,0.95
1,,"Temple of Abandon","Theros Beyond Death",244,,,,,,,,,0.99
1,,"Temple of Malice","Theros Beyond Death",247,,,,,,,,,1.38
4,,"Unknown Shores","Theros Beyond Death",249,,,,,,,,,0.23
1,,"Plains (250)","Theros Beyond Death",250,,,,,,,,,0.75
2,,"Island (251)","Theros Beyond Death",251,,,,,,,,,1.26
1,,"Island (251)","Theros Beyond Death",251,,foil,,,,,,,3.11
1,,"Swamp (252)","Theros Beyond Death",252,,,,,,,,,1.20
1,,"Swamp (252)","Theros Beyond Death",252,,foil,,,,,,,2.48
2,,"Mountain (253)","Theros Beyond Death",253,,,,,,,,,1.02
3,,"Forest (254)","Theros Beyond Death",254,,,,,,,,,1.21
1,,"Forest (254)","Theros Beyond Death",254,,foil,,,,,,,2.38
2,,"Daxos, Blessed by the Sun (Showcase)","Theros Beyond Death Variants",258,,,,,,,,,0.33
1,,"Heliod, Sun-Crowned (Showcase)","Theros Beyond Death Variants",259,,,,,,,,,23.00
2,,"Callaphe, Beloved of the Sea (Showcase)","Theros Beyond Death Variants",260,,,,,,,,,0.29
1,,"Thassa, Deep-Dwelling (Showcase)","Theros Beyond Death Variants",261,,foil,,,,,,,19.09
1,,"Erebos, Bleak-Hearted (Showcase)","Theros Beyond Death Variants",262,,,,,,,,,2.50
4,,"Tymaret, Chosen from Death (Showcase)","Theros Beyond Death Variants",263,,,,,,,,,0.26
1,,"Renata, Called to the Hunt (Showcase)","Theros Beyond Death Variants",267,,,,,,,,,0.35
1,,"Klothys, God of Destiny (Showcase)","Theros Beyond Death Variants",268,,,,,,,,,9.58
1,,"Swamp (282)","Theros Beyond Death Variants",282,,foil,,,,,,,0.17
1,,"Victory's Envoy","Theros Beyond Death Variants",289,,,,,,,,,1.00
1,,"Thassa's Oracle (Extended Art)","Theros Beyond Death Variants",308,,,,,,,,,26.69
1,,"Thryx, the Sudden Storm (Extended Art)","Theros Beyond Death Variants",309,,,,,,,,,3.50
1,,"Ox of Agonas (Extended Art)","Theros Beyond Death Variants",318,,,,,,,,,13.99
2,,"Underworld Breach (Extended Art)","Theros Beyond Death Variants",324,,,,,,,,,14.97
1,,"Vraska, Swarm's Eminence","Secret Lair Drop Series",536,,foil,,,,,,,1.16
1,,"Almighty Brushwagg","Ikoria: Lair of Behemoths",143,,foil,,,,,,,0.11
4,,Wilt,"Ikoria: Lair of Behemoths",176,,,,,,,,,0.26
1,,"Raugrin Triome","Ikoria: Lair of Behemoths",251,,foil,,,,,,,12.47
2,,"Indatha Triome (Showcase)","Ikoria Variants",309,,,,,,,,,9.77
1,,"Mythos of Vadrok (Extended Art)","Ikoria Variants",324,,foil,,,,,,,0.87
1,,"Inspired Ultimatum (Extended Art)","Ikoria Variants",337,,,,,,,,,0.99
1,,"Everquill Phoenix (Monster)","Ikoria Variants",374,,,,,,,,,3.52
1,,"Illuna, Apex of Wishes (Monster)","Ikoria Variants",379,,,,,,,,,60.78
3,,Cultivate,"Commander 2020",170,,,,,,,,,0.74
1,,"Arid Mesa","Secret Lair: Ultimate Edition",4,,,,,,,,,41.74
1,,"Hangarback Walker","Love Your LGS",2,,foil,,,,,,,9.34
1,,"Reliquary Tower","Love Your LGS",1,,foil,,,,,,,1.64
1,,"Grim Tutor","Core Set 2021",103,,,,,,,,,17.03
1,,"Ugin, the Spirit Dragon (Borderless)","Core Set 2021 Variants",279,,,,,,,,,37.73
3,,"Scavenging Ooze (Alternate Art)","Core Set 2021 Variants",318,,,,,,,,,2.14
1,,Thragtusk,"Double Masters",183,,,,,,,,,0.51
1,,"Ensnaring Bridge","Double Masters",253,,,,,,,,,20.26
1,,"Oblivion Stone","Double Masters",279,,,,,,,,,2.61
1,,"Sundering Titan","Double Masters",292,,,,,,,,,0.65
1,,"Karn Liberated (Borderless)","Double Masters Variants",333,,,,,,,,,54.99
1,,"Dark Confidant (Borderless)","Double Masters Variants",342,,foil,,,,,,,44.36
1,,"Noble Hierarch (Borderless)","Double Masters Variants",352,,,,,,,,,28.99
1,,"Wurmcoil Engine (Borderless)","Double Masters Variants",368,,,,,,,,,45.49
2,,"Spell Pierce","Secret Lair Drop Series",41,,,,,,,,,4.04
2,,"Blood Artist","Secret Lair Drop Series",42,,,,,,,,,7.73
2,,"Eternal Witness","Secret Lair Drop Series",43,,,,,,,,,8.51
2,,"Pithing Needle","Secret Lair Drop Series",44,,,,,,,,,11.49
2,,"Inkmoth Nexus","Secret Lair Drop Series",45,,,,,,,,,42.00
